Perturbation	Phylum	Class	Order	Family	Genus	Num	Increase	Decrease	Increase2	Decrease2	pVal	Stat
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	8	7	1	87.5	12.5	0.0703125	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	4	4	0	100	0	0.125	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	unidentified	14	4	10	28.5714285714286	71.4285714285714	0.1795654296875	-
drought	Proteobacteria	Alphaproteobacteria	Acetobacterales	AcetobacteralesIncertaeSedis	uncultured	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	3	0	3	0	100	0.25	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	uncultured	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Azospirillales	uncultured	unculturedbacterium	2	2	0	100	0	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	2	0	2	0	100	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	5	1	4	20	80	0.375	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unidentified	3	0	3	0	100	0.25	-
drought	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Elsterales	uncultured	unidentified	3	0	3	0	100	0.25	-
drought	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	CandidatusParacaedibacter	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Puniceispirillales	PuniceispirillalesIncertaeSedis	Constrictibacter	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	5	4	1	80	20	0.375	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	6	4	2	66.6666666666667	33.3333333333333	0.6875	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	4	1	3	25	75	0.625	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unidentified	14	3	11	21.4285714285714	78.5714285714286	0.057373046875	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unidentified	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	KF-JG30-B3	unculturedbacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	2	2	0	100	0	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudaminobacter	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Bauldia	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	Nordella	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	RhizobialesIncertaeSedis	uncultured	2	0	2	0	100	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	Ambiguous_taxa	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedbacterium	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unculturedproteobacterium	2	0	2	0	100	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	unidentified	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	unidentified	unidentified	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	2	1	1	50	50	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unidentified	10	0	10	0	100	0.001953125	Decrease
drought	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	5	3	2	60	40	1	-
drought	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus	2	2	0	100	0	0.5	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	7	4	3	57.1428571428571	42.8571428571429	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unidentified	10	3	7	30	70	0.34375	-
drought	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	unculturedbacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	CandidatusAlysiosphaera	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	unidentified	1	1	0	100	0	1	-
drought	Proteobacteria	Alphaproteobacteria	uncultured	unidentified	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Alphaproteobacteria	unidentified	unidentified	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Deltaproteobacteria	-	-	-	89	32	57	35.9550561797753	64.0449438202247	0.0105468972311055	Decrease
drought	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	-	-	4	3	1	75	25	0.625	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	-	-	8	5	3	62.5	37.5	0.7265625	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	-	-	64	20	44	31.25	68.75	0.00368996427654005	Decrease
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	-	-	11	4	7	36.3636363636364	63.6363636363636	0.548828125	-
drought	Proteobacteria	Deltaproteobacteria	unidentified	-	-	2	0	2	0	100	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	-	4	3	1	75	25	0.625	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	-	3	3	0	100	0	0.25	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	-	5	2	3	40	60	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	-	11	7	4	63.6363636363636	36.3636363636364	0.548828125	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	-	5	0	5	0	100	0.0625	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	-	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	-	13	3	10	23.0769230769231	76.9230769230769	0.09228515625	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	-	2	0	2	0	100	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	-	3	0	3	0	100	0.25	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	-	9	3	6	33.3333333333333	66.6666666666667	0.5078125	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	-	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	-	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	-	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	-	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	-	7	2	5	28.5714285714286	71.4285714285714	0.453125	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	-	4	2	2	50	50	1	-
drought	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	-	2	0	2	0	100	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	4	3	1	75	25	0.625	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	3	3	0	100	0	0.25	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	4	2	2	50	50	1	-
drought	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27clade	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	metagenome	7	5	2	71.4285714285714	28.5714285714286	0.453125	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unculturedbacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	unidentified	3	2	1	66.6666666666667	33.3333333333333	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Ambiguous_taxa	2	0	2	0	100	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	unidentified	3	0	3	0	100	0.25	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	13	3	10	23.0769230769231	76.9230769230769	0.09228515625	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unculturedArchangiaceaebacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	unculturedbacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	3	0	3	0	100	0.25	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	2	2	0	100	0	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	unidentified	2	0	2	0	100	0.5	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	6	2	4	33.3333333333333	66.6666666666667	0.6875	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	unculturedbacterium	1	1	0	100	0	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultureddeltaproteobacterium	1	1	0	100	0	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	unidentified	unidentified	7	3	4	42.8571428571429	57.1428571428571	1	-
drought	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	unculturedbacterium	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	Ambiguous_taxa	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	1	0	1	0	100	1	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	unculturedbacterium	1	1	0	100	0	1	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	unidentified	4	1	3	25	75	0.625	-
drought	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	4	2	2	50	50	1	-
drought	Proteobacteria	Deltaproteobacteria	unidentified	unidentified	unidentified	2	0	2	0	100	0.5	-
drought	Proteobacteria	Gammaproteobacteria	-	-	-	81	30	51	37.037037037037	62.962962962963	0.0256543579716963	Decrease
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	-	-	51	17	34	33.3333333333333	66.6666666666667	0.0240929076984494	Decrease
drought	Proteobacteria	Gammaproteobacteria	CCD24	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Cellvibrionales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	-	-	5	1	4	20	80	0.375	-
drought	Proteobacteria	Gammaproteobacteria	Nitrosococcales	-	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Oceanospirillales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	PLTA13	-	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Pseudomonadales	-	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	R7C24	-	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Salinisphaerales	-	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Steroidobacterales	-	-	4	0	4	0	100	0.125	-
drought	Proteobacteria	Gammaproteobacteria	unidentified	-	-	8	4	4	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	-	-	5	4	1	80	20	0.375	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	-	2	1	1	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	-	22	6	16	27.2727272727273	72.7272727272727	0.0524787902832032	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	-	10	4	6	40	60	0.75390625	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	-	2	1	1	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	-	7	4	3	57.1428571428571	42.8571428571429	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	unidentified	-	8	1	7	12.5	87.5	0.0703125	-
drought	Proteobacteria	Gammaproteobacteria	CCD24	unidentified	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	-	5	1	4	20	80	0.375	-
drought	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	PLTA13	unculturedbacterium	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	-	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	R7C24	unculturedbacterium	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	-	4	0	4	0	100	0.125	-
drought	Proteobacteria	Gammaproteobacteria	unidentified	unidentified	-	8	4	4	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	-	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	-	4	3	1	75	25	0.625	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	B1-7BS	unculturedbacterium	2	1	1	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	2	1	1	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Lautropia	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnobacter	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	2	2	0	100	0	0.5	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	unidentified	12	3	9	25	75	0.14599609375	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	3	0	3	0	100	0.25	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	4	2	2	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosomonas	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosospira	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	unidentified	2	1	1	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	Ambiguous_taxa	4	3	1	75	25	0.625	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	unidentified	3	1	2	33.3333333333333	66.6666666666667	1	-
drought	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	unidentified	unidentified	8	1	7	12.5	87.5	0.0703125	-
drought	Proteobacteria	Gammaproteobacteria	CCD24	unidentified	unidentified	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	Acidibacter	5	1	4	20	80	0.375	-
drought	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	PLTA13	unculturedbacterium	unidentified	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	R7C24	unculturedbacterium	unidentified	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Panacagrimonas	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	unidentified	4	0	4	0	100	0.125	-
drought	Proteobacteria	Gammaproteobacteria	unidentified	unidentified	unidentified	8	4	4	50	50	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	1	0	1	0	100	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	1	1	0	100	0	1	-
drought	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unidentified	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	-	-	-	199	86	113	43.21608040201	56.78391959799	0.0650450133563578	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	-	-	5	2	3	40	60	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	-	-	88	37	51	42.0454545454545	57.9545454545455	0.16544051293399	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	-	-	76	40	36	52.6315789473684	47.3684210526316	0.731008882222607	-
drought	Bacteroidetes	Bacteroidia	Flavobacteriales	-	-	5	2	3	40	60	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	-	-	23	5	18	21.7391304347826	78.2608695652174	0.0106220245361328	Decrease
drought	Bacteroidetes	Bacteroidia	unidentified	-	-	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	-	4	1	3	25	75	0.625	-
drought	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	-	83	34	49	40.9638554216867	59.0361445783133	0.123853059461801	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	-	2	2	0	100	0	0.5	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Chitinophagales	unidentified	-	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	-	12	10	2	83.3333333333333	16.6666666666667	0.03857421875	Increase
drought	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	-	27	14	13	51.8518518518518	48.1481481481481	1	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	-	18	10	8	55.5555555555556	44.4444444444444	0.814529418945313	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	-	16	4	12	25	75	0.076812744140625	-
drought	Bacteroidetes	Bacteroidia	Cytophagales	unidentified	-	2	1	1	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	-	1	0	1	0	100	1	-
drought	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	-	4	2	2	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	-	2	0	2	0	100	0.5	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS17	-	4	2	2	50	50	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	FFCH9454	-	1	1	0	100	0	1	-
drought	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	-	3	1	2	33.3333333333333	66.6666666666667	1	-
